X1,Y1,sigma_xx,sigma_yy,sigma_zz,sigma_xy,,X,Y,u_x,u_y,|u|
4.406464784,1.77472509,-11.78444047,-34.53099475,-13.89463057,2.801850715,,2.31E+00,1.47E+00,1.02E-04,-1.28E-03,1.29E-03
2.989099014,2.100875167,-12.82696551,-33.47622246,-13.89095639,0.734668153,,2.31E+00,1.62E+00,1.05E-04,-1.38E-03,1.38E-03
1.466420177,2.163712624,-13.13510707,-33.16083301,-13.88878203,0.043928268,,2.31E+00,4.24E-01,4.23E-05,-4.21E-04,4.23E-04
3.292849842,1.987276316,-11.38753324,-34.90454882,-13.88762462,1.14068204,,2.31E+00,4.24E-01,4.23E-05,-4.21E-04,4.23E-04
0.427529914,2.171912987,-13.24308314,-33.04553185,-13.8865845,-0.003759881,,2.31E+00,2.18E+00,1.10E-04,-1.84E-03,1.84E-03
3.481234127,2.048198805,-12.82060234,-33.46435607,-13.88548753,1.301552912,,2.31E+00,2.18E+00,1.10E-04,-1.84E-03,1.84E-03
7.36655154,0.754120556,-15.42452692,-30.85487094,-13.88381936,4.617941128,,2.31E+00,1.27E+00,9.58E-05,-1.14E-03,1.14E-03
3.576869705,1.947802807,-11.36864589,-34.89912458,-13.88033114,1.525259983,,2.31E+00,1.27E+00,9.58E-05,-1.14E-03,1.14E-03
4.108159171,1.847600297,-11.54562319,-34.7189567,-13.87937397,2.340836863,,2.31E+00,1.06E+00,8.66E-05,-9.77E-04,9.81E-04
3.409780504,2.05852546,-12.80280004,-33.4568839,-13.87790518,1.205346253,,2.31E+00,1.06E+00,8.66E-05,-9.77E-04,9.81E-04
0.664829844,2.172326334,-13.21917583,-33.03707155,-13.87687422,-0.003033691,,2.31E+00,6.36E-01,5.98E-05,-6.17E-04,6.20E-04
3.659596009,1.935016494,-11.37343384,-34.87840553,-13.87555181,1.645877472,,2.31E+00,6.36E-01,5.98E-05,-6.17E-04,6.20E-04
9.127321762,0.327816254,-14.85550387,-31.38973216,-13.87357081,2.35206044,,2.31E+00,8.49E-01,7.47E-05,-8.02E-04,8.06E-04
10.82289183,0.239325429,-14.14745804,-32.09680599,-13.87327921,0.817683439,,2.31E+00,8.49E-01,7.47E-05,-8.02E-04,8.06E-04
3.280442511,2.074963516,-12.78672514,-33.44777732,-13.87035074,1.043075432,,2.31E+00,1.39E+00,9.98E-05,-1.23E-03,1.23E-03
4.503632838,1.753538939,-11.84803811,-34.37387289,-13.8665733,2.941624426,,2.31E+00,1.39E+00,9.98E-05,-1.23E-03,1.23E-03
3.317863368,1.987276316,-11.36193842,-34.85370139,-13.86469194,1.169139567,,2.31E+00,1.68E+00,1.06E-04,-1.42E-03,1.43E-03
0.922606968,2.172623089,-13.18302759,-33.02836234,-13.86341698,0.002346084,,2.31E+00,1.68E+00,1.06E-04,-1.42E-03,1.43E-03
9.352560438,0.305484484,-14.69026725,-31.51854643,-13.8626441,2.064580519,,2.32E+00,2.79E+00,1.00E-04,-2.48E-03,2.49E-03
1.505239211,2.166549109,-13.10202412,-33.10637541,-13.86251986,0.048059008,,2.32E+00,2.51E+00,1.09E-04,-2.22E-03,2.22E-03
3.773930959,2.007423341,-12.8616399,-33.31949116,-13.85433932,1.728959354,,2.32E+00,2.09E+00,1.10E-04,-1.73E-03,1.73E-03
1.744225008,2.163383071,-13.04916615,-33.13122392,-13.85411702,0.087907288,,2.32E+00,1.84E+00,1.08E-04,-1.52E-03,1.53E-03
1.124151622,2.172833829,-13.14582251,-33.01884631,-13.84940065,0.011440539,,2.33E+00,3.56E+00,5.65E-05,-2.92E-03,2.92E-03
2.194445834,2.152086338,-12.94252002,-33.2111326,-13.84609579,0.218206728,,2.33E+00,3.56E+00,5.65E-05,-2.92E-03,2.92E-03
4.379889753,1.788397292,-11.71361555,-34.43791585,-13.84545942,2.756171187,,2.33E+00,3.39E+00,6.77E-05,-2.86E-03,2.86E-03
5.000475126,1.613343105,-12.39578991,-33.75413534,-13.84497758,3.589153338,,2.33E+00,3.74E+00,4.65E-05,-2.96E-03,2.96E-03
7.457838635,0.727560896,-15.4580257,-30.69011044,-13.84444084,4.546435507,,2.33E+00,3.74E+00,4.65E-05,-2.96E-03,2.96E-03
4.220691427,1.827341515,-11.58443323,-34.55743082,-13.84255922,2.512069222,,2.33E+00,2.00E+00,1.09E-04,-1.61E-03,1.62E-03
1.564541988,2.168489795,-13.06923062,-33.06533278,-13.84036902,0.055671806,,2.33E+00,2.00E+00,1.09E-04,-1.61E-03,1.62E-03
4.133840682,1.847600297,-11.5227824,-34.60849178,-13.83938226,2.376067592,,2.33E+00,2.00E+00,1.09E-04,-1.61E-03,1.62E-03
3.742639236,1.925979609,-11.35351634,-34.77476131,-13.8384833,1.765610274,,2.33E+00,2.00E+00,1.09E-04,-1.61E-03,1.62E-03
0.309356684,2.178714884,-13.19754431,-32.92320346,-13.83622433,-0.003483793,,2.33E+00,2.00E+00,1.09E-04,-1.61E-03,1.62E-03
0.999529696,2.175727543,-13.14649171,-32.97083516,-13.83519806,0.004704489,,2.33E+00,2.00E+00,1.09E-04,-1.61E-03,1.62E-03
0.586088766,2.178178323,-13.18203988,-32.93224897,-13.83428665,-0.004194092,,2.33E+00,2.34E+00,1.12E-04,-2.03E-03,2.03E-03
1.702629049,2.167117906,-13.03474104,-33.07139581,-13.83184105,0.078701123,,2.33E+00,2.34E+00,1.12E-04,-2.03E-03,2.03E-03
0.887721524,2.177178439,-13.15322336,-32.9471653,-13.8301166,0.00057158,,2.33E+00,3.91E+00,3.81E-05,-2.98E-03,2.98E-03
1.643950016,2.168718617,-13.04215324,-33.05133897,-13.82804766,0.067932944,,2.33E+00,2.63E+00,1.07E-04,-2.34E-03,2.34E-03
4.871864587,1.654997582,-12.21844685,-33.87412839,-13.82777257,3.433607023,,2.33E+00,2.63E+00,1.07E-04,-2.34E-03,2.34E-03
1.41645479,2.17254117,-13.08032361,-33.00729154,-13.82628455,0.035688658,,2.34E+00,3.22E+00,7.90E-05,-2.77E-03,2.78E-03
0.059085543,2.180312622,-13.1924213,-32.89446132,-13.82606478,-0.00076569,,2.34E+00,2.23E+00,1.12E-04,-1.91E-03,1.91E-03
5.077425801,1.591958051,-12.47661446,-33.60733825,-13.82518581,3.673513756,,2.34E+00,1.74E+00,1.08E-04,-1.46E-03,1.46E-03
5.443484409,1.471410678,-12.97081285,-33.10726837,-13.82342437,4.034167114,,2.35E+00,2.13E+00,1.12E-04,-1.79E-03,1.79E-03
3.704768508,2.023028095,-12.80014417,-33.27688932,-13.82311005,1.616425451,,2.35E+00,3.05E+00,8.97E-05,-2.67E-03,2.67E-03
3.627350047,1.947802807,-11.31831484,-34.75854403,-13.82305766,1.590804888,,2.35E+00,3.05E+00,8.97E-05,-2.67E-03,2.67E-03
7.914486578,0.584355586,-15.58144981,-30.49176561,-13.82196462,4.062385543,,2.35E+00,1.90E+00,1.10E-04,-1.55E-03,1.56E-03
3.296599881,2.081166496,-12.71672891,-33.31158185,-13.80849323,1.05457964,,2.36E+00,2.04E+00,1.11E-04,-1.67E-03,1.68E-03
4.848782722,1.66496087,-12.16951036,-33.85004448,-13.80586645,3.402401987,,2.36E+00,2.04E+00,1.11E-04,-1.67E-03,1.68E-03
3.367280864,1.989281798,-11.29783578,-34.715327,-13.80394884,1.224491154,,2.36E+00,1.57E+00,1.07E-04,-1.35E-03,1.35E-03
0.950794001,2.180801015,-13.11548838,-32.88085075,-13.79890174,0.002004665,,2.36E+00,1.57E+00,1.07E-04,-1.35E-03,1.35E-03
1.811256455,2.169405782,-12.97727201,-33.01205826,-13.79679908,0.099476231,,2.36E+00,2.87E+00,9.93E-05,-2.55E-03,2.55E-03
2.170741542,2.159563482,-12.89530491,-33.08831392,-13.79508565,0.205708294,,2.36E+00,2.87E+00,9.93E-05,-2.55E-03,2.55E-03
6.0126046,1.271936516,-13.73305364,-32.25043303,-13.795046,4.445192593,,2.36E+00,2.45E+00,1.13E-04,-2.15E-03,2.16E-03
6.311094619,1.160151322,-14.13580128,-31.84742814,-13.79496883,4.602089218,,2.36E+00,2.45E+00,1.13E-04,-2.15E-03,2.16E-03
0.967193036,2.181462848,-13.1077044,-32.86860175,-13.79289185,0.002479983,,2.36E+00,1.49E+00,1.05E-04,-1.29E-03,1.30E-03
5.634463817,1.409700057,-13.20399037,-32.75909172,-13.78892463,4.186590099,,2.36E+00,1.64E+00,1.08E-04,-1.39E-03,1.40E-03
6.813686939,0.970036561,-14.77199643,-31.18777983,-13.78793288,4.744277061,,2.36E+00,1.64E+00,1.08E-04,-1.39E-03,1.40E-03
4.632228664,1.729964618,-11.9033344,-34.05290669,-13.78687233,3.114767989,,2.36E+00,2.38E+00,1.14E-04,-2.08E-03,2.08E-03
4.918332137,1.647432904,-12.2317499,-33.70677707,-13.78155809,3.485000746,,2.36E+00,2.38E+00,1.14E-04,-2.08E-03,2.08E-03
11.09527387,0.247755969,-14.02690564,-31.91155994,-13.78153967,0.675667617,,2.37E+00,2.28E+00,1.14E-04,-1.97E-03,1.97E-03
3.497035535,1.97406635,-11.27000791,-34.66789667,-13.78137137,1.397539729,,2.37E+00,2.28E+00,1.14E-04,-1.97E-03,1.97E-03
8.436270045,0.455954464,-15.33682836,-30.59915203,-13.78079412,3.315925774,,2.37E+00,1.41E+00,1.04E-04,-1.24E-03,1.24E-03
3.38514639,2.074291248,-12.68843835,-33.24553619,-13.78019236,1.160616972,,2.37E+00,1.06E-01,1.19E-05,-1.09E-04,1.10E-04
0.773798588,2.185083688,-13.10807474,-32.80663363,-13.77441251,-0.003078711,,2.37E+00,2.18E+00,1.14E-04,-1.84E-03,1.85E-03
1.042447339,2.183422877,-13.07957176,-32.83149084,-13.77331878,0.005206474,,2.37E+00,2.18E+00,1.14E-04,-1.84E-03,1.85E-03
4.040951834,1.878220431,-11.39797248,-34.48977901,-13.76632545,2.220651453,,2.37E+00,1.80E+00,1.11E-04,-1.49E-03,1.50E-03
3.83966038,2.007423341,-12.7808838,-33.10000044,-13.76426527,1.820030958,,2.37E+00,1.80E+00,1.11E-04,-1.49E-03,1.50E-03
2.819690158,2.131304813,-12.70907359,-33.15276197,-13.75855067,0.573345051,,2.37E+00,3.18E-01,3.39E-05,-3.20E-04,3.22E-04
2.104537345,2.166623547,-12.87233274,-32.98681408,-13.75774404,0.179503361,,2.37E+00,3.18E-01,3.39E-05,-3.20E-04,3.22E-04
2.212903652,2.163391223,-12.84314661,-33.00460765,-13.75432628,0.219244091,,2.38E+00,1.17E+00,9.48E-05,-1.06E-03,1.06E-03
0.174795207,2.189762297,-13.11759527,-32.72425262,-13.75255437,-0.002448372,,2.38E+00,1.17E+00,9.48E-05,-1.06E-03,1.06E-03
0.475318333,2.189191284,-13.10663927,-32.73437334,-13.75230379,-0.005148745,,2.38E+00,2.71E+00,1.07E-04,-2.41E-03,2.41E-03
4.430722081,1.789256849,-11.66553587,-34.16258392,-13.74843593,2.820764204,,2.38E+00,2.57E+00,1.12E-04,-2.28E-03,2.28E-03
2.690022702,2.141425174,-12.72305226,-33.10032452,-13.74701304,0.475345266,,2.38E+00,5.30E-01,5.34E-05,-5.20E-04,5.23E-04
5.112276009,1.591769084,-12.44811976,-33.37411979,-13.74667186,3.702139256,,2.38E+00,5.30E-01,5.34E-05,-5.20E-04,5.23E-04
9.262612425,0.330497936,-14.6716656,-31.144281,-13.74478398,2.156188089,,2.38E+00,1.33E+00,1.01E-04,-1.18E-03,1.19E-03
4.567643843,1.753702832,-11.79462025,-34.01953908,-13.7442478,3.019370179,,2.38E+00,1.33E+00,1.01E-04,-1.18E-03,1.19E-03
4.610344845,1.742036837,-11.83913967,-33.97488872,-13.74420852,3.07948519,,2.38E+00,9.56E-01,8.39E-05,-8.90E-04,8.94E-04
4.313163054,1.81943726,-11.55906646,-34.25124675,-13.74309396,2.642663497,,2.38E+00,7.43E-01,7.01E-05,-7.11E-04,7.14E-04
3.43214983,1.989281798,-11.23206855,-34.56935753,-13.74042782,1.302134446,,2.38E+00,2.00E+00,1.11E-04,-1.61E-03,1.61E-03
3.759461804,1.937107446,-11.26175152,-34.53566427,-13.73922474,1.777609658,,2.38E+00,2.00E+00,1.11E-04,-1.61E-03,1.61E-03
2.432517847,2.156579673,-12.77234448,-33.01857047,-13.73727449,0.318251928,,2.38E+00,3.65E+00,5.16E-05,-2.94E-03,2.94E-03
2.714546666,2.141425174,-12.7051663,-33.07890758,-13.73522216,0.491546095,,2.38E+00,3.65E+00,5.16E-05,-2.94E-03,2.94E-03
11.37405707,0.25102253,-13.95328732,-31.83008308,-13.73501112,0.550067349,,2.38E+00,1.96E+00,1.12E-04,-1.59E-03,1.59E-03
3.110335182,2.110364115,-12.64033751,-33.14037221,-13.73421291,0.836878608,,2.38E+00,1.96E+00,1.12E-04,-1.59E-03,1.59E-03
3.436303145,2.074291248,-12.63549291,-33.1316919,-13.73015544,1.220191068,,2.38E+00,2.09E+00,1.13E-04,-1.73E-03,1.73E-03
0.543850913,2.191899299,-13.08023046,-32.68545751,-13.72970639,-0.005512839,,2.38E+00,2.09E+00,1.13E-04,-1.73E-03,1.73E-03
0.114551737,2.193281597,-13.09187024,-32.66084733,-13.72581527,-0.001697954,,2.38E+00,3.48E+00,6.29E-05,-2.89E-03,2.89E-03
1.460460412,2.18508634,-12.97108422,-32.77920122,-13.72508563,0.037225029,,2.38E+00,3.48E+00,6.29E-05,-2.89E-03,2.89E-03
3.320602297,2.089309742,-12.62185436,-33.12647492,-13.72449878,1.07282027,,2.39E+00,3.31E+00,7.49E-05,-2.82E-03,2.82E-03
0.870082084,2.191340397,-13.04670087,-32.69291081,-13.7218835,-0.001986433,,2.39E+00,3.31E+00,7.49E-05,-2.82E-03,2.82E-03
3.575361346,2.056171491,-12.64691831,-33.0919206,-13.72165167,1.409860526,,2.39E+00,3.82E+00,4.16E-05,-2.97E-03,2.97E-03
0.010729134,2.193904387,-13.0880875,-32.64961779,-13.72131159,-0.000162127,,2.39E+00,3.82E+00,4.16E-05,-2.97E-03,2.97E-03
9.577853093,0.306644313,-14.45093129,-31.27778321,-13.71861435,1.785998057,,2.39E+00,4.00E+00,3.39E-05,-2.98E-03,2.98E-03
1.253630397,2.188964226,-12.99366865,-32.72383324,-13.71525057,0.016632085,,2.39E+00,1.69E+00,1.11E-04,-1.43E-03,1.43E-03
2.271996068,2.166393412,-12.7874685,-32.92707788,-13.71436391,0.240706072,,2.40E+00,3.13E+00,8.66E-05,-2.73E-03,2.73E-03
5.663850452,1.40977908,-13.17294591,-32.5335339,-13.71194394,4.198100551,,2.40E+00,3.13E+00,8.66E-05,-2.73E-03,2.73E-03
3.94522255,1.906005261,-11.29717458,-34.40321205,-13.71011599,2.062513446,,2.40E+00,2.33E+00,1.16E-04,-2.02E-03,2.02E-03
4.702721336,1.721045138,-11.90698896,-33.79159067,-13.70957389,3.202067723,,2.40E+00,2.23E+00,1.16E-04,-1.91E-03,1.91E-03
3.479112489,1.987276316,-11.19838281,-34.49090185,-13.7067854,1.361912551,,2.40E+00,2.23E+00,1.16E-04,-1.91E-03,1.91E-03
2.957929542,2.128049265,-12.62411212,-33.05056544,-13.70240327,0.685138326,,2.40E+00,1.85E+00,1.13E-04,-1.53E-03,1.53E-03
8.924168583,0.378488385,-14.90221272,-30.765744,-13.70038702,2.593453053,,2.41E+00,2.96E+00,9.72E-05,-2.61E-03,2.61E-03
3.371855972,2.087128072,-12.58915766,-33.05761393,-13.69403148,1.13232064,,2.41E+00,2.96E+00,9.72E-05,-2.61E-03,2.61E-03
12.54554852,0.250906676,-13.84943729,-31.78800197,-13.69123178,0.138088594,,2.41E+00,2.04E+00,1.14E-04,-1.67E-03,1.67E-03
8.742296433,0.408769761,-15.04390783,-30.58862611,-13.68976018,2.847592238,,2.41E+00,2.13E+00,1.16E-04,-1.79E-03,1.79E-03
12.86496968,0.250713255,-13.84392776,-31.788251,-13.68965363,0.04071296,,2.41E+00,2.13E+00,1.16E-04,-1.79E-03,1.79E-03
9.936806563,0.289586447,-14.24898838,-31.38044361,-13.6888296,1.429932222,,2.41E+00,1.59E+00,1.10E-04,-1.36E-03,1.36E-03
1.209373364,2.193333908,-12.96983231,-32.64761242,-13.68523342,0.012513586,,2.41E+00,1.59E+00,1.10E-04,-1.36E-03,1.36E-03
3.888508487,2.008812321,-12.70622708,-32.90544046,-13.68350026,1.886673485,,2.41E+00,1.59E+00,1.10E-04,-1.36E-03,1.36E-03
11.93984486,0.25411269,-13.86313402,-31.7451936,-13.68249828,0.33470618,,2.41E+00,1.59E+00,1.10E-04,-1.36E-03,1.36E-03
4.810062353,1.694167559,-12.00270835,-33.59549562,-13.67946119,3.339145884,,2.41E+00,1.59E+00,1.10E-04,-1.36E-03,1.36E-03
1.757159493,2.186009221,-12.86805809,-32.72620352,-13.67827848,0.08219509,,2.42E+00,2.79E+00,1.06E-04,-2.48E-03,2.48E-03
5.579694512,1.444179787,-13.02342118,-32.5682604,-13.67750447,4.128212251,,2.42E+00,2.79E+00,1.06E-04,-2.48E-03,2.48E-03
2.351821726,2.168070529,-12.7287566,-32.86029545,-13.67671561,0.273594315,,2.42E+00,2.51E+00,1.16E-04,-2.21E-03,2.22E-03
12.22712551,0.253971656,-13.84294371,-31.73864454,-13.67447647,0.238555731,,2.42E+00,2.51E+00,1.16E-04,-2.21E-03,2.22E-03
7.20641443,0.83908457,-15.10787306,-30.46788863,-13.67272851,4.663543929,,2.42E+00,1.51E+00,1.09E-04,-1.31E-03,1.31E-03
11.65282947,0.257161976,-13.87233713,-31.70144217,-13.67213379,0.438111165,,2.42E+00,1.51E+00,1.09E-04,-1.31E-03,1.31E-03
1.567069123,2.190578885,-12.89700356,-32.67059009,-13.6702781,0.049201718,,2.42E+00,1.75E+00,1.13E-04,-1.46E-03,1.47E-03
3.008416611,2.128049265,-12.5809192,-32.98500339,-13.66977678,0.728293421,,2.42E+00,2.44E+00,1.17E-04,-2.14E-03,2.14E-03
4.055110544,1.888990212,-11.3125279,-34.25305007,-13.66967339,2.230645275,,2.43E+00,2.37E+00,1.18E-04,-2.07E-03,2.07E-03
2.672056008,2.15273006,-12.64359072,-32.91927142,-13.66885864,0.455598516,,2.43E+00,2.37E+00,1.18E-04,-2.07E-03,2.07E-03
8.3851889,0.482574035,-15.29884709,-30.26144148,-13.66808657,3.364988919,,2.43E+00,1.43E+00,1.07E-04,-1.25E-03,1.26E-03
0.156091002,2.200954272,-13.03197515,-32.52263476,-13.66638297,-0.002472769,,2.43E+00,1.43E+00,1.07E-04,-1.25E-03,1.26E-03
0.85435126,2.19872333,-12.99212679,-32.56040931,-13.66576083,-0.003412043,,2.43E+00,2.00E+00,1.14E-04,-1.61E-03,1.61E-03
3.523727727,1.986790034,-11.15704861,-34.38738934,-13.66333139,1.418408819,,2.43E+00,2.00E+00,1.14E-04,-1.61E-03,1.61E-03
3.625841688,2.056171491,-12.59008907,-32.95414099,-13.66326902,1.474326893,,2.43E+00,1.96E+00,1.14E-04,-1.58E-03,1.59E-03
0.0527796,2.201530509,-13.02921916,-32.51223084,-13.662435,-0.000858073,,2.43E+00,2.27E+00,1.18E-04,-1.96E-03,1.96E-03
7.072490533,0.889700439,-14.95892477,-30.57837874,-13.66119105,4.703892261,,2.43E+00,2.09E+00,1.16E-04,-1.73E-03,1.73E-03
2.411331621,2.167560144,-12.69725571,-32.83812063,-13.6606129,0.30126561,,2.43E+00,1.91E+00,1.14E-04,-1.56E-03,1.56E-03
1.508239198,2.192771286,-12.89783048,-32.63743937,-13.66058095,0.0407698,,2.43E+00,1.91E+00,1.14E-04,-1.56E-03,1.56E-03
1.646477151,2.190807706,-12.86960753,-32.65699707,-13.65798138,0.061004518,,2.43E+00,2.18E+00,1.18E-04,-1.84E-03,1.85E-03
1.343660229,2.195677035,-12.92022674,-32.59840038,-13.65558814,0.0224274,,2.43E+00,2.18E+00,1.18E-04,-1.84E-03,1.85E-03
3.540925462,2.069931355,-12.56183967,-32.9513726,-13.65396368,1.351510172,,2.43E+00,2.18E+00,1.18E-04,-1.84E-03,1.85E-03
2.607831947,2.158627692,-12.64106792,-32.86738763,-13.65253667,0.411942275,,2.43E+00,2.18E+00,1.18E-04,-1.84E-03,1.85E-03
4.382358604,1.815420103,-11.5286255,-33.9740661,-13.65080748,2.736929691,,2.43E+00,2.18E+00,1.18E-04,-1.84E-03,1.85E-03
2.455746669,2.16679042,-12.67587971,-32.82634237,-13.65066663,0.32342991,,2.43E+00,2.18E+00,1.18E-04,-1.84E-03,1.85E-03
2.936179094,2.136650614,-12.5704303,-32.92972232,-13.65004579,0.659901943,,2.43E+00,1.35E+00,1.05E-04,-1.20E-03,1.20E-03
1.066488468,2.199266984,-12.95300945,-32.54632505,-13.64980035,0.003377234,,2.43E+00,1.35E+00,1.05E-04,-1.20E-03,1.20E-03
5.764900252,1.382151255,-13.25522167,-32.24233798,-13.6492679,4.26246247,,2.44E+00,2.63E+00,1.14E-04,-2.33E-03,2.34E-03
2.520812786,2.164284039,-12.65415735,-32.82975868,-13.64517481,0.358861597,,2.44E+00,2.63E+00,1.14E-04,-2.33E-03,2.34E-03
2.887074491,2.141221396,-12.57299551,-32.90870701,-13.64451075,0.616807033,,2.44E+00,3.57E+00,5.77E-05,-2.92E-03,2.92E-03
10.07612724,0.289586447,-14.15761309,-31.32320196,-13.64424451,1.307099535,,2.44E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.180413002,1.584213267,-12.4409173,-33.03472724,-13.64269336,3.761467043,,2.44E+00,3.74E+00,4.63E-05,-2.96E-03,2.96E-03
1.287772499,2.198103529,-12.91514987,-32.55822321,-13.64201192,0.017130216,,2.44E+00,3.40E+00,7.01E-05,-2.86E-03,2.86E-03
8.183498775,0.535169998,-15.38810238,-30.06967127,-13.63733209,3.652391909,,2.44E+00,3.40E+00,7.01E-05,-2.86E-03,2.86E-03
3.781759727,2.034820562,-12.6000977,-32.83839857,-13.63154888,1.706408133,,2.44E+00,2.12E-01,2.41E-05,-2.16E-04,2.17E-04
0.191599394,2.205436696,-12.99654301,-32.44189512,-13.63153144,-0.003132826,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
2.730273106,2.154117193,-12.58944057,-32.84488971,-13.63029908,0.492670022,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
1.705629036,2.193340083,-12.82960992,-32.60364543,-13.62997661,0.070053546,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
1.306965818,2.199534622,-12.89949661,-32.5315072,-13.62930114,0.018329174,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
5.472154991,1.488257382,-12.82810295,-32.60120845,-13.62879342,4.033273825,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
2.159789939,2.182189632,-12.72195342,-32.6929901,-13.62448306,0.190316096,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
3.525371837,2.076134335,-12.52369224,-32.88685732,-13.62316487,1.325502583,,2.44E+00,1.28E+00,1.03E-04,-1.14E-03,1.14E-03
3.451079632,2.08626636,-12.51415041,-32.89624404,-13.62311833,1.225004383,,2.44E+00,4.24E-01,4.56E-05,-4.21E-04,4.24E-04
4.492125784,1.791331566,-11.60151114,-33.80254801,-13.62121774,2.896540059,,2.44E+00,4.24E-01,4.56E-05,-4.21E-04,4.24E-04
3.899164839,1.927838636,-11.1924707,-34.21107526,-13.62106379,1.978417018,,2.44E+00,4.24E-01,4.56E-05,-4.21E-04,4.24E-04
3.925378392,2.00988782,-12.64862644,-32.75333929,-13.62058972,1.937211011,,2.44E+00,4.24E-01,4.56E-05,-4.21E-04,4.24E-04
3.790564738,1.949482339,-11.14855613,-34.2282197,-13.61303275,1.808209836,,2.44E+00,4.24E-01,4.56E-05,-4.21E-04,4.24E-04
3.748499902,2.043350266,-12.56257937,-32.80303529,-13.6096844,1.651050761,,2.44E+00,4.24E-01,4.56E-05,-4.21E-04,4.24E-04
5.067335384,1.625434853,-12.25767384,-33.10079577,-13.60754088,3.636850375,,2.44E+00,1.65E+00,1.13E-04,-1.40E-03,1.40E-03
8.56625313,0.452792616,-15.12967297,-30.22103131,-13.60521128,3.083893483,,2.44E+00,1.65E+00,1.13E-04,-1.40E-03,1.40E-03
7.019714326,0.916995506,-14.84907154,-30.49298798,-13.60261786,4.703656611,,2.44E+00,1.06E+00,9.30E-05,-9.76E-04,9.80E-04
5.735621389,1.399156417,-13.1701553,-32.16866367,-13.60164569,4.234856368,,2.44E+00,3.91E+00,3.66E-05,-2.98E-03,2.98E-03
0.705677786,2.207907228,-12.94069104,-32.39664649,-13.60120126,-0.006652492,,2.44E+00,3.91E+00,3.66E-05,-2.98E-03,2.98E-03
1.901848583,2.193308924,-12.75432611,-32.56877633,-13.59693073,0.110460247,,2.44E+00,6.37E-01,6.44E-05,-6.17E-04,6.20E-04
3.57238458,1.988872162,-11.09477251,-34.22496964,-13.59592264,1.478641562,,2.45E+00,3.22E+00,8.27E-05,-2.77E-03,2.78E-03
4.107288521,1.888990212,-11.26652386,-34.03476224,-13.59038583,2.303079152,,2.45E+00,3.22E+00,8.27E-05,-2.77E-03,2.78E-03
3.877026548,1.937107446,-11.15066927,-34.13677663,-13.58623377,1.939103805,,2.45E+00,8.50E-01,8.03E-05,-8.01E-04,8.05E-04
1.480872738,2.20288876,-12.82751583,-32.45904361,-13.58596783,0.034529627,,2.45E+00,8.50E-01,8.03E-05,-8.01E-04,8.05E-04
4.724030472,1.732670446,-11.81155904,-33.46810799,-13.58390011,3.216410813,,2.45E+00,1.81E+00,1.15E-04,-1.50E-03,1.50E-03
2.016712293,2.192219259,-12.7124911,-32.56013478,-13.58178776,0.140728146,,2.45E+00,1.81E+00,1.15E-04,-1.50E-03,1.50E-03
3.906342091,2.018700142,-12.5918257,-32.67693648,-13.58062865,1.898992663,,2.45E+00,2.04E+00,1.17E-04,-1.67E-03,1.67E-03
3.502404172,2.085267721,-12.46778828,-32.79064266,-13.57752928,1.287512138,,2.45E+00,3.05E+00,9.44E-05,-2.67E-03,2.67E-03
4.429230602,1.813932148,-11.50038087,-33.75774798,-13.57743865,2.798704988,,2.46E+00,2.13E+00,1.19E-04,-1.78E-03,1.79E-03
1.185378218,2.208213344,-12.86027779,-32.38173491,-13.57260381,0.007778726,,2.46E+00,2.13E+00,1.19E-04,-1.78E-03,1.79E-03
2.211017113,2.187865858,-12.65037298,-32.57389782,-13.56728124,0.205570749,,2.46E+00,2.32E+00,1.20E-04,-2.01E-03,2.01E-03
0.813933168,2.211809458,-12.89706997,-32.32557168,-13.56679249,-0.005969067,,2.46E+00,2.22E+00,1.20E-04,-1.89E-03,1.90E-03
1.947318031,2.196223,-12.71217768,-32.50671652,-13.56566826,0.120393371,,2.46E+00,2.22E+00,1.20E-04,-1.89E-03,1.90E-03
1.390463395,2.206836351,-12.82197742,-32.3954594,-13.56523105,0.023888839,,2.46E+00,2.88E+00,1.05E-04,-2.55E-03,2.55E-03
1.971805645,2.195990696,-12.70323955,-32.50491114,-13.56244521,0.12681483,,2.47E+00,1.71E+00,1.15E-04,-1.43E-03,1.44E-03
0.108245793,2.214499485,-12.92880749,-32.27858198,-13.56221684,-0.001963448,,2.47E+00,1.71E+00,1.15E-04,-1.43E-03,1.44E-03
3.832573764,2.034820562,-12.53736434,-32.66906614,-13.56192915,1.775984111,,2.48E+00,2.00E+00,1.17E-04,-1.61E-03,1.61E-03
8.872300585,0.405539961,-14.85322705,-30.3444484,-13.55930263,2.635714318,,2.48E+00,2.00E+00,1.17E-04,-1.61E-03,1.61E-03
3.026628943,2.140886089,-12.45707153,-32.740518,-13.55927686,0.73298436,,2.48E+00,2.71E+00,1.14E-04,-2.41E-03,2.41E-03
